,name,is_image_blur,wc=100,wc=110,wc=120,wc=130,wc=140,wc=150,wc=160,wc=170,wc=180,wc=190,wc=200,wc=210,wc=220,wc=230,wc=240,wc=250,wc=260,wc=270,wc=280,wc=290,wc=300
0,imageTrainDataset\imagem1.jpg,False,5.8698329081005856,5.725427245652344,5.615779332888369,5.348836961676559,5.200075711069942,5.09105819218367,4.839365834603001,4.693800465287617,4.581547285712274,4.327500470751788,4.201005203394776,4.087000774350443,3.8783898881922196,3.7500906998738825,3.6437275207027735,3.4591273248477243,3.3481143632116206,3.2542155593454396,3.108760303139148,3.006698724862811,2.931536365654699
1,imageTrainDataset\imagem10.jpg,False,6.897614533867353,6.712280515366667,6.521438410478985,6.309364397527352,6.145792029904917,5.9479647893992045,5.755120296826187,5.595045515111329,5.430986398634079,5.248060052520203,5.073005773179187,4.919701044949092,4.737292478496683,4.560214106983451,4.415428775735804,4.25606673653206,4.10530015977504,3.9508941955914056,3.820107747807759,3.690408158941472,3.556880598314045
2,imageTrainDataset\imagem10_blur.jpg,True,1.2454680478092754,1.188776950467384,1.0945959444234614,1.0481995558417792,0.9727246939233724,0.9302695390232135,0.878144337646992,0.8412512000951707,0.8025092775418119,0.7654060333933659,0.7355240666892117,0.6972946988619537,0.6689413715894568,0.6367550571400371,0.6094385504602541,0.5835342910872723,0.5625451803521403,0.5410747413963457,0.5209171981715599,0.5048696111371693,0.4858992747028848
3,imageTrainDataset\imagem11.jpg,False,6.128465911308816,5.819462616238277,5.700359757094265,5.590426479920722,5.351417598781058,5.217422469045585,5.107701835255235,4.912654839816515,4.733503233511369,4.622233942251454,4.506379982798259,4.281166631783503,4.1640074102260245,4.064911293309412,3.871520479305306,3.741146328376995,3.6524868741030527,3.528388289848101,3.368523999798207,3.2812742930904495,3.200719549817084
4,imageTrainDataset\imagem11_blur.jpg,True,0.792464496429551,0.7383143219995535,0.6984256053598461,0.6612088498335715,0.6262669710118022,0.5962820400237544,0.5691032578846319,0.543829092144373,0.5216190163070936,0.5002631927204395,0.4822073472880428,0.46534943909304344,0.44922415416353945,0.43402230989884544,0.4193711173739897,0.4077322583545902,0.39607006143812956,0.3838472682960742,0.37333394503333084,0.36315500026115416,0.3542271561931294
5,imageTrainDataset\imagem12.jpg,False,7.033998829672049,6.781664441809979,6.520839250754047,6.284090154273276,6.0498092608001475,5.837164919138836,5.592631664411517,5.401675394285613,5.193966905265507,5.003366096245675,4.820152032838603,4.657846462980732,4.475685748723215,4.282565771676915,4.133290313911233,3.977033593005886,3.8437560404034365,3.6995640775795473,3.555155545578245,3.4415395342400226,3.3133080195430877
6,imageTrainDataset\imagem12_blur.jpg,True,0.9263877252074498,0.8748362897610542,0.8238826830019381,0.7828454126971403,0.7412428727359104,0.6982876293349994,0.668388296739161,0.6410550304147357,0.6157860055649355,0.591306572375646,0.5670435276449255,0.5476074710911815,0.5262790945313289,0.5078189902431884,0.48763330323896903,0.4731869573215393,0.4593212832254509,0.44599660620394854,0.4343532289180038,0.42221928042661727,0.4108010023344978
7,imageTrainDataset\imagem13.jpg,False,6.261340986741928,6.0804055142915505,5.863176843833713,5.672382512829081,5.512004267960084,5.335148583905652,5.154147783176358,4.985523057526489,4.82859487658697,4.657888692530638,4.5085745528218855,4.343527644409926,4.193533593355861,4.057005160064016,3.920653079641955,3.8055344532129896,3.6842984551902704,3.558968155219321,3.4594694442975142,3.3571362304914776,3.251855502334184
8,imageTrainDataset\imagem13_blur.jpg,True,1.266511410972847,1.171112610538662,1.1053802797254002,1.043085914736422,0.983928288706828,0.9313877696054457,0.8819371604200131,0.8477046148653031,0.8105623060079002,0.7776643381372804,0.7482996219660748,0.7201791774945456,0.6900779712755638,0.6689540397292874,0.6439863984490032,0.6231993863019206,0.6050602876119544,0.5886488591039583,0.5709537194938696,0.5582756053118186,0.5429595448240558
9,imageTrainDataset\imagem14.jpg,False,4.8466870670259485,4.483124093180923,4.236039095621184,4.001361685078918,3.7397878768269597,3.5535038875156397,3.3168325418753115,3.124713695204491,2.9283954231000835,2.743225771438008,2.599546542458022,2.4132056703127813,2.291699261191242,2.1308883521999102,2.007559737590109,1.898548956064271,1.7771152808101067,1.6978273997303206,1.5882893982458772,1.4966283277291736,1.427658965026759
