,name,is_image_blur,wc=100,wc=110,wc=120,wc=130,wc=140,wc=150,wc=160,wc=170,wc=180,wc=190,wc=200,wc=210,wc=220,wc=230,wc=240,wc=250,wc=260,wc=270,wc=280,wc=290,wc=300
0,imageTrainDataset\imagem1.jpg,False,5.92530120082116,5.795660327304285,5.696562878125501,5.42336929196993,5.298187175051064,5.1853458866647335,4.928003792460025,4.796869296954745,4.688455669573885,4.440032545683868,4.317299550543618,4.213916825954647,4.001591772015652,3.874855294432005,3.771250226527436,3.580996047469102,3.464570772764001,3.3706797340010106,3.2164581933728216,3.10800030461868,3.0327244815147822
1,imageTrainDataset\imagem10.jpg,False,6.9695127376063075,6.787691882730094,6.607856811551037,6.402264099282718,6.238987992040104,6.054116781626397,5.872511964417554,5.707908510500851,5.554008325150544,5.381573543852535,5.208684186531157,5.057484739071766,4.886913032927372,4.707800161612437,4.559852131109852,4.401750217666498,4.2487702086285015,4.097580156317236,3.957651058422771,3.82102772588617,3.6864746490867075
2,imageTrainDataset\imagem10_blur.jpg,True,1.2637085763414746,1.2064408282200205,1.119138251639717,1.0730782505555416,1.0002278788221706,0.9587628644605568,0.9043831275501858,0.8707954889733885,0.8301060458371535,0.7958098235879518,0.7661800213398716,0.727810383208475,0.6998681383412156,0.6663967734506953,0.6398765245055693,0.611710456803907,0.5899610650605479,0.5669410305953358,0.5451225192718926,0.5275955064439988,0.508572148403873
3,imageTrainDataset\imagem11.jpg,False,6.189790165249118,5.925768609086522,5.791196028038339,5.6826024246531635,5.467722882527718,5.327879421358681,5.218654974283306,5.016305501088629,4.873347385322638,4.7547947179650984,4.640751938430147,4.424948364868952,4.30957331094728,4.208906107849811,4.00871277574733,3.8886024839745073,3.7934280665844047,3.653840205095646,3.5006847566307746,3.408104215476458,3.319859461088249
4,imageTrainDataset\imagem11_blur.jpg,True,0.8123504872366222,0.7599517840663107,0.7194267381623008,0.6816333230591533,0.6462985361551224,0.6157655191874064,0.5887748464197153,0.562296758746095,0.538278008748407,0.5166595597284368,0.4967565215745907,0.47885510713996116,0.46207582093111427,0.4459689754686619,0.43068737665097323,0.41780302438816685,0.4052250598246989,0.39302034376448475,0.3821414841285021,0.3718826253779847,0.3629975134623379
5,imageTrainDataset\imagem12.jpg,False,7.121119177915336,6.895522371786289,6.642879511188045,6.419907990162805,6.182773993330067,5.979065064274059,5.737874577239721,5.544377687273098,5.341548356750526,5.153234661202467,4.978471637543169,4.811081078888062,4.635456535499236,4.4404283055420075,4.295123866121186,4.134795809476592,4.001295641129884,3.8491911306138413,3.7010981945494903,3.5806666221165258,3.4448273084323877
6,imageTrainDataset\imagem12_blur.jpg,True,0.9367851958998504,0.884936395481558,0.8367216419630029,0.797065110243285,0.754197902282519,0.7146940087352932,0.6849604649034324,0.656690563905065,0.6307168351880119,0.6059274337611505,0.5814838160614231,0.5598281924403715,0.5377968640420467,0.5179712644018623,0.4985608346326067,0.48213154783325934,0.4676508472275954,0.45420593304560725,0.44188055820114736,0.42958919346261176,0.4186360540111869
7,imageTrainDataset\imagem13.jpg,False,6.307263646900669,6.1291272376717005,5.928050598191508,5.739782631540444,5.581720713048698,5.4051536205692114,5.241824197729403,5.079284706300012,4.919798074451187,4.756991330216579,4.609872902858543,4.444588489475612,4.3008748356443585,4.1644412050152635,4.028132780117793,3.9052399261155233,3.7849128024660983,3.6558184188081366,3.5492619475377984,3.445846547099912,3.3354599222812906
8,imageTrainDataset\imagem13_blur.jpg,True,1.2612352111566356,1.1655932089108245,1.1030744914534798,1.0425550555383674,0.9840335264769753,0.9323693715204926,0.8870246964984665,0.849897614557158,0.8119597625258542,0.7795350680432622,0.7495979803387119,0.7208645876576313,0.6913890107782442,0.6690256828287101,0.6454077821223797,0.6232334293102348,0.6048771492022681,0.5890244707386459,0.5707685377124233,0.5576985955009678,0.5434085521240042
9,imageTrainDataset\imagem14.jpg,False,4.930354132392469,4.575093214505969,4.342306998868572,4.111201173458347,3.8560725132472053,3.6823657802459753,3.4448576512264837,3.2546269311985285,3.0607069431412617,2.873957497458287,2.7296900427714115,2.543797111153056,2.4142701627324334,2.252544155489645,2.124879129202628,2.0083823803004552,1.882639784127291,1.7903714370515968,1.6805443260353858,1.5840864205302219,1.5096718873556667
